LocationID,SystemID,LocationName,BillingCode,ServiceDescription,RevenueCode,GrossCharge,DeidentifiedMinimumCharge,DeidentifiedMaximumCharge,DiscountedCashPrice,AETNA509,AETNAAPCNSP729,AETNABP760,AETNAILPREFERRED139,BCBSBLUECHOICEOPTIONS727,BCBSBLUECHOICEPREFERRED479,BCBSPARINDEMNITYADP505,BCBSPPO424,CIGNAALTERNATIVE668,CIGNABROAD667,CIGNAPLUSNM682,HUMANAHMO299,HUMANAPPO145,UHCCORE346,UHCHMOPPO535,ChargeCode
1,1,Advocate CHRIST MEDICAL CENTER,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,10730,,,,,,,,,,,,,,,,,,,13000126
3,1,Advocate CONDELL,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,13450,,,,,,,,,,,,,,,,,,,13000126
4,1,Advocate GOOD SAMARITAN,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,9840,,,,,,,,,,,,,,,,,,,13000126
6,1,Advocate GOOD SHEPHERD,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,4180,,,,,,,,,,,,,,,,,,,13000126
13,1,Advocate ILLINOIS MASONIC,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,15590,,,,,,,,,,,,,,,,,,,13000126
8,1,Advocate LUTHERAN GENERAL,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,5920,,,,,,,,,,,,,,,,,,,13000126
9,1,Advocate SHERMAN,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,5360,,,,,,,,,,,,,,,,,,,13000126
10,1,Advocate SOUTH SUBURBAN,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,8480,,,,,,,,,,,,,,,,,,,13000126
11,1,Advocate TRINITY,,VASCULAR MAJOR COMPLEX CASE S/U + 1ST 15 MIN,360,8480,,,,,,,,,,,,,,,,,,,13000126
13,1,Advocate ILLINOIS MASONIC,55250,VASECTOMY,761,7050,,,,,,,,,,,,,,,,,,,13003114
1,1,Advocate CHRIST MEDICAL CENTER,84586,VASOACTIVE INTESTINAL PEPTIDE,301,325,,,,,,,,,,,,,,,,,,,10001148
3,1,Advocate CONDELL,84586,VASOACTIVE INTESTINAL PEPTIDE,301,420,,,,,,,,,,,,,,,,,,,10001148
4,1,Advocate GOOD SAMARITAN,84586,VASOACTIVE INTESTINAL PEPTIDE,301,380,,,,,,,,,,,,,,,,,,,10001148
6,1,Advocate GOOD SHEPHERD,84586,VASOACTIVE INTESTINAL PEPTIDE,301,440,,,,,,,,,,,,,,,,,,,10001148
13,1,Advocate ILLINOIS MASONIC,84586,VASOACTIVE INTESTINAL PEPTIDE,301,355,,,,,,,,,,,,,,,,,,,10001148
8,1,Advocate LUTHERAN GENERAL,84586,VASOACTIVE INTESTINAL PEPTIDE,301,355,,,,,,,,,,,,,,,,,,,10001148
9,1,Advocate SHERMAN,84586,VASOACTIVE INTESTINAL PEPTIDE,301,155,,,,,,,,,,,,,,,,,,,10001148
10,1,Advocate SOUTH SUBURBAN,84586,VASOACTIVE INTESTINAL PEPTIDE,301,355,,,,,,,,,,,,,,,,,,,10001148
11,1,Advocate TRINITY,84586,VASOACTIVE INTESTINAL PEPTIDE,301,355,,,,,,,,,,,,,,,,,,,10001148
3,1,Advocate CONDELL,97016,VASOPNEUMATIC DEVICE,420,120,,,,,,,,,,,,,,,,,,,10002610
1,1,Advocate CHRIST MEDICAL CENTER,84588,VASOPRESSIN,301,320,,,,,,,,,,,,,,,,,,,10001149
3,1,Advocate CONDELL,84588,VASOPRESSIN,301,380,,,,,,,,,,,,,,,,,,,10001149
4,1,Advocate GOOD SAMARITAN,84588,VASOPRESSIN,301,415,,,,,,,,,,,,,,,,,,,10001149
6,1,Advocate GOOD SHEPHERD,84588,VASOPRESSIN,301,285,,,,,,,,,,,,,,,,,,,10001149
13,1,Advocate ILLINOIS MASONIC,84588,VASOPRESSIN,301,320,,,,,,,,,,,,,,,,,,,10001149
8,1,Advocate LUTHERAN GENERAL,84588,VASOPRESSIN,301,285,,,,,,,,,,,,,,,,,,,10001149
9,1,Advocate SHERMAN,84588,VASOPRESSIN,301,80,,,,,,,,,,,,,,,,,,,10001149
10,1,Advocate SOUTH SUBURBAN,84588,VASOPRESSIN,301,285,,,,,,,,,,,,,,,,,,,10001149
11,1,Advocate TRINITY,84588,VASOPRESSIN,301,285,,,,,,,,,,,,,,,,,,,10001149
1,1,Advocate CHRIST MEDICAL CENTER,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
3,1,Advocate CONDELL,80280,VEDOLIZUMAB,301,245,,,,,,,,,,,,,,,,,,,10006036
4,1,Advocate GOOD SAMARITAN,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
6,1,Advocate GOOD SHEPHERD,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
13,1,Advocate ILLINOIS MASONIC,80280,VEDOLIZUMAB,301,170,,,,,,,,,,,,,,,,,,,10006036
8,1,Advocate LUTHERAN GENERAL,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
9,1,Advocate SHERMAN,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
10,1,Advocate SOUTH SUBURBAN,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
11,1,Advocate TRINITY,80280,VEDOLIZUMAB,301,645,,,,,,,,,,,,,,,,,,,10006036
1,1,Advocate CHRIST MEDICAL CENTER,J3380,VEDOLIZUMAB 300 MG IV SOLR,250,227.23,,,,,,,,,,,,,,,,,,,10002800
13,1,Advocate ILLINOIS MASONIC,J3380,VEDOLIZUMAB 300 MG IV SOLR,250,227.23,,,,,,,,,,,,,,,,,,,10002800
8,1,Advocate LUTHERAN GENERAL,J3380,VEDOLIZUMAB 300 MG IV SOLR,250,227.23,,,,,,,,,,,,,,,,,,,10002800
9,1,Advocate SHERMAN,J3380,VEDOLIZUMAB 300 MG IV SOLR,250,227.23,,,,,,,,,,,,,,,,,,,10002800
10,1,Advocate SOUTH SUBURBAN,J3380,VEDOLIZUMAB 300 MG IV SOLR,250,227.23,,,,,,,,,,,,,,,,,,,10002800
11,1,Advocate TRINITY,J3380,VEDOLIZUMAB 300 MG IV SOLR,250,227.23,,,,,,,,,,,,,,,,,,,10002800
1,1,Advocate CHRIST MEDICAL CENTER,C1880,VENA CAVA FILTER,278,3832.03,,,,,,,,,,,,,,,,,,,10006027
3,1,Advocate CONDELL,C1880,VENA CAVA FILTER,278,4712.4,,,,,,,,,,,,,,,,,,,10006027
4,1,Advocate GOOD SAMARITAN,C1880,VENA CAVA FILTER,278,8236.85,,,,,,,,,,,,,,,,,,,10006027
6,1,Advocate GOOD SHEPHERD,C1880,VENA CAVA FILTER,278,7715.86,,,,,,,,,,,,,,,,,,,10006027
13,1,Advocate ILLINOIS MASONIC,C1880,VENA CAVA FILTER,278,5647.55,,,,,,,,,,,,,,,,,,,10006027
8,1,Advocate LUTHERAN GENERAL,C1880,VENA CAVA FILTER,278,2806.23,,,,,,,,,,,,,,,,,,,10006027
9,1,Advocate SHERMAN,C1880,VENA CAVA FILTER,278,6301.44,,,,,,,,,,,,,,,,,,,10006027
10,1,Advocate SOUTH SUBURBAN,C1880,VENA CAVA FILTER,278,4328.82,,,,,,,,,,,,,,,,,,,10006027
11,1,Advocate TRINITY,C1880,VENA CAVA FILTER,278,4328.82,,,,,,,,,,,,,,,,,,,10006027
1,1,Advocate CHRIST MEDICAL CENTER,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
3,1,Advocate CONDELL,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
4,1,Advocate GOOD SAMARITAN,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
6,1,Advocate GOOD SHEPHERD,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
13,1,Advocate ILLINOIS MASONIC,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
8,1,Advocate LUTHERAN GENERAL,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
9,1,Advocate SHERMAN,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
10,1,Advocate SOUTH SUBURBAN,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
11,1,Advocate TRINITY,36415,VENIPUNCTURE,300,40,,,,,,,,,,,,,,,,,,,10002305
1,1,Advocate CHRIST MEDICAL CENTER,36425,VENIPUNCTURE CUTDOWN >1YR,450,650,,,,,,,,,,,,,,,,,,,13003045
3,1,Advocate CONDELL,36425,VENIPUNCTURE CUTDOWN >1YR,450,650,,,,,,,,,,,,,,,,,,,13003045
1,1,Advocate CHRIST MEDICAL CENTER,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,5850,,,,,,,,,,,,,,,,,,,10002460
3,1,Advocate CONDELL,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,6020,,,,,,,,,,,,,,,,,,,10002460
4,1,Advocate GOOD SAMARITAN,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,18060,,,,,,,,,,,,,,,,,,,10002460
6,1,Advocate GOOD SHEPHERD,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,5910,,,,,,,,,,,,,,,,,,,10002460
13,1,Advocate ILLINOIS MASONIC,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,10160,,,,,,,,,,,,,,,,,,,10002460
8,1,Advocate LUTHERAN GENERAL,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,4130,,,,,,,,,,,,,,,,,,,10002460
9,1,Advocate SHERMAN,75840,VENOGRAM ADRENAL SELECT UNILAT S&I,320,4770,,,,,,,,,,,,,,,,,,,10002460
3,1,Advocate CONDELL,75842,VENOGRAM ADRENAL SELECTIVE BILAT S&I,320,6020,,,,,,,,,,,,,,,,,,,10000541
4,1,Advocate GOOD SAMARITAN,75842,VENOGRAM ADRENAL SELECTIVE BILAT S&I,320,16900,,,,,,,,,,,,,,,,,,,10000541
6,1,Advocate GOOD SHEPHERD,75842,VENOGRAM ADRENAL SELECTIVE BILAT S&I,320,6910,,,,,,,,,,,,,,,,,,,10000541
13,1,Advocate ILLINOIS MASONIC,75842,VENOGRAM ADRENAL SELECTIVE BILAT S&I,320,12700,,,,,,,,,,,,,,,,,,,10000541
8,1,Advocate LUTHERAN GENERAL,75842,VENOGRAM ADRENAL SELECTIVE BILAT S&I,320,6730,,,,,,,,,,,,,,,,,,,10000541
9,1,Advocate SHERMAN,75842,VENOGRAM ADRENAL SELECTIVE BILAT S&I,320,4870,,,,,,,,,,,,,,,,,,,10000541
4,1,Advocate GOOD SAMARITAN,75872,VENOGRAM EPIDURAL S&I,320,5230,,,,,,,,,,,,,,,,,,,10004536
6,1,Advocate GOOD SHEPHERD,75872,VENOGRAM EPIDURAL S&I,320,4490,,,,,,,,,,,,,,,,,,,10004536
8,1,Advocate LUTHERAN GENERAL,75872,VENOGRAM EPIDURAL S&I,320,5230,,,,,,,,,,,,,,,,,,,10004536
1,1,Advocate CHRIST MEDICAL CENTER,75822,VENOGRAM EXTREMITY BILAT S&I,320,2250,,,,,,,,,,,,,,,,,,,10000537
3,1,Advocate CONDELL,75822,VENOGRAM EXTREMITY BILAT S&I,320,2570,,,,,,,,,,,,,,,,,,,10000537
4,1,Advocate GOOD SAMARITAN,75822,VENOGRAM EXTREMITY BILAT S&I,320,5230,,,,,,,,,,,,,,,,,,,10000537
6,1,Advocate GOOD SHEPHERD,75822,VENOGRAM EXTREMITY BILAT S&I,320,4070,,,,,,,,,,,,,,,,,,,10000537
13,1,Advocate ILLINOIS MASONIC,75822,VENOGRAM EXTREMITY BILAT S&I,320,2770,,,,,,,,,,,,,,,,,,,10000537
8,1,Advocate LUTHERAN GENERAL,75822,VENOGRAM EXTREMITY BILAT S&I,320,3860,,,,,,,,,,,,,,,,,,,10000537
9,1,Advocate SHERMAN,75822,VENOGRAM EXTREMITY BILAT S&I,320,3230,,,,,,,,,,,,,,,,,,,10000537
10,1,Advocate SOUTH SUBURBAN,75822,VENOGRAM EXTREMITY BILAT S&I,320,2430,,,,,,,,,,,,,,,,,,,10000537
11,1,Advocate TRINITY,75822,VENOGRAM EXTREMITY BILAT S&I,320,2430,,,,,,,,,,,,,,,,,,,10000537
1,1,Advocate CHRIST MEDICAL CENTER,75820,VENOGRAM EXTREMITY UNILAT S&I,320,2370,,,,,,,,,,,,,,,,,,,10000536
3,1,Advocate CONDELL,75820,VENOGRAM EXTREMITY UNILAT S&I,320,2380,,,,,,,,,,,,,,,,,,,10000536
4,1,Advocate GOOD SAMARITAN,75820,VENOGRAM EXTREMITY UNILAT S&I,320,3770,,,,,,,,,,,,,,,,,,,10000536
6,1,Advocate GOOD SHEPHERD,75820,VENOGRAM EXTREMITY UNILAT S&I,320,3850,,,,,,,,,,,,,,,,,,,10000536
13,1,Advocate ILLINOIS MASONIC,75820,VENOGRAM EXTREMITY UNILAT S&I,320,2750,,,,,,,,,,,,,,,,,,,10000536
8,1,Advocate LUTHERAN GENERAL,75820,VENOGRAM EXTREMITY UNILAT S&I,320,3110,,,,,,,,,,,,,,,,,,,10000536
9,1,Advocate SHERMAN,75820,VENOGRAM EXTREMITY UNILAT S&I,320,1440,,,,,,,,,,,,,,,,,,,10000536
10,1,Advocate SOUTH SUBURBAN,75820,VENOGRAM EXTREMITY UNILAT S&I,320,2660,,,,,,,,,,,,,,,,,,,10000536
11,1,Advocate TRINITY,75820,VENOGRAM EXTREMITY UNILAT S&I,320,2660,,,,,,,,,,,,,,,,,,,10000536
1,1,Advocate CHRIST MEDICAL CENTER,75889,VENOGRAM HEPATIC W HEMO S&I,320,5530,,,,,,,,,,,,,,,,,,,10000545
3,1,Advocate CONDELL,75889,VENOGRAM HEPATIC W HEMO S&I,320,6150,,,,,,,,,,,,,,,,,,,10000545
4,1,Advocate GOOD SAMARITAN,75889,VENOGRAM HEPATIC W HEMO S&I,320,10090,,,,,,,,,,,,,,,,,,,10000545
6,1,Advocate GOOD SHEPHERD,75889,VENOGRAM HEPATIC W HEMO S&I,320,7400,,,,,,,,,,,,,,,,,,,10000545
13,1,Advocate ILLINOIS MASONIC,75889,VENOGRAM HEPATIC W HEMO S&I,320,7390,,,,,,,,,,,,,,,,,,,10000545
8,1,Advocate LUTHERAN GENERAL,75889,VENOGRAM HEPATIC W HEMO S&I,320,5100,,,,,,,,,,,,,,,,,,,10000545
9,1,Advocate SHERMAN,75889,VENOGRAM HEPATIC W HEMO S&I,320,4000,,,,,,,,,,,,,,,,,,,10000545
10,1,Advocate SOUTH SUBURBAN,75889,VENOGRAM HEPATIC W HEMO S&I,320,7740,,,,,,,,,,,,,,,,,,,10000545
11,1,Advocate TRINITY,75889,VENOGRAM HEPATIC W HEMO S&I,320,7740,,,,,,,,,,,,,,,,,,,10000545
1,1,Advocate CHRIST MEDICAL CENTER,75891,VENOGRAM HEPATIC WO HEMO S&I,320,5190,,,,,,,,,,,,,,,,,,,10000546
3,1,Advocate CONDELL,75891,VENOGRAM HEPATIC WO HEMO S&I,320,6150,,,,,,,,,,,,,,,,,,,10000546
4,1,Advocate GOOD SAMARITAN,75891,VENOGRAM HEPATIC WO HEMO S&I,320,10200,,,,,,,,,,,,,,,,,,,10000546
6,1,Advocate GOOD SHEPHERD,75891,VENOGRAM HEPATIC WO HEMO S&I,320,7400,,,,,,,,,,,,,,,,,,,10000546
13,1,Advocate ILLINOIS MASONIC,75891,VENOGRAM HEPATIC WO HEMO S&I,320,4720,,,,,,,,,,,,,,,,,,,10000546
8,1,Advocate LUTHERAN GENERAL,75891,VENOGRAM HEPATIC WO HEMO S&I,320,2730,,,,,,,,,,,,,,,,,,,10000546
10,1,Advocate SOUTH SUBURBAN,75891,VENOGRAM HEPATIC WO HEMO S&I,320,4650,,,,,,,,,,,,,,,,,,,10000546
11,1,Advocate TRINITY,75891,VENOGRAM HEPATIC WO HEMO S&I,320,4650,,,,,,,,,,,,,,,,,,,10000546
1,1,Advocate CHRIST MEDICAL CENTER,75825,VENOGRAM IVC S&I,320,4610,,,,,,,,,,,,,,,,,,,10000538
3,1,Advocate CONDELL,75825,VENOGRAM IVC S&I,320,6300,,,,,,,,,,,,,,,,,,,10000538
4,1,Advocate GOOD SAMARITAN,75825,VENOGRAM IVC S&I,320,5910,,,,,,,,,,,,,,,,,,,10000538
6,1,Advocate GOOD SHEPHERD,75825,VENOGRAM IVC S&I,320,4730,,,,,,,,,,,,,,,,,,,10000538
13,1,Advocate ILLINOIS MASONIC,75825,VENOGRAM IVC S&I,320,4730,,,,,,,,,,,,,,,,,,,10000538
8,1,Advocate LUTHERAN GENERAL,75825,VENOGRAM IVC S&I,320,5390,,,,,,,,,,,,,,,,,,,10000538
9,1,Advocate SHERMAN,75825,VENOGRAM IVC S&I,320,4960,,,,,,,,,,,,,,,,,,,10000538
10,1,Advocate SOUTH SUBURBAN,75825,VENOGRAM IVC S&I,320,5320,,,,,,,,,,,,,,,,,,,10000538
11,1,Advocate TRINITY,75825,VENOGRAM IVC S&I,320,5320,,,,,,,,,,,,,,,,,,,10000538
1,1,Advocate CHRIST MEDICAL CENTER,75885,VENOGRAM LIVER W/EVAL S&I,320,11050,,,,,,,,,,,,,,,,,,,10000543
3,1,Advocate CONDELL,75885,VENOGRAM LIVER W/EVAL S&I,320,6020,,,,,,,,,,,,,,,,,,,10000543
4,1,Advocate GOOD SAMARITAN,75885,VENOGRAM LIVER W/EVAL S&I,320,11050,,,,,,,,,,,,,,,,,,,10000543
6,1,Advocate GOOD SHEPHERD,75885,VENOGRAM LIVER W/EVAL S&I,320,7400,,,,,,,,,,,,,,,,,,,10000543
13,1,Advocate ILLINOIS MASONIC,75885,VENOGRAM LIVER W/EVAL S&I,320,10160,,,,,,,,,,,,,,,,,,,10000543
8,1,Advocate LUTHERAN GENERAL,75885,VENOGRAM LIVER W/EVAL S&I,320,7180,,,,,,,,,,,,,,,,,,,10000543
9,1,Advocate SHERMAN,75885,VENOGRAM LIVER W/EVAL S&I,320,3650,,,,,,,,,,,,,,,,,,,10000543
10,1,Advocate SOUTH SUBURBAN,75885,VENOGRAM LIVER W/EVAL S&I,320,4650,,,,,,,,,,,,,,,,,,,10000543
1,1,Advocate CHRIST MEDICAL CENTER,75887,VENOGRAM LIVER W/O EVAL S&I,320,3370,,,,,,,,,,,,,,,,,,,10000544
3,1,Advocate CONDELL,75887,VENOGRAM LIVER W/O EVAL S&I,320,5230,,,,,,,,,,,,,,,,,,,10000544
4,1,Advocate GOOD SAMARITAN,75887,VENOGRAM LIVER W/O EVAL S&I,320,5230,,,,,,,,,,,,,,,,,,,10000544
6,1,Advocate GOOD SHEPHERD,75887,VENOGRAM LIVER W/O EVAL S&I,320,4490,,,,,,,,,,,,,,,,,,,10000544
13,1,Advocate ILLINOIS MASONIC,75887,VENOGRAM LIVER W/O EVAL S&I,320,4490,,,,,,,,,,,,,,,,,,,10000544
8,1,Advocate LUTHERAN GENERAL,75887,VENOGRAM LIVER W/O EVAL S&I,320,5230,,,,,,,,,,,,,,,,,,,10000544
9,1,Advocate SHERMAN,75887,VENOGRAM LIVER W/O EVAL S&I,320,3120,,,,,,,,,,,,,,,,,,,10000544
10,1,Advocate SOUTH SUBURBAN,75887,VENOGRAM LIVER W/O EVAL S&I,320,2730,,,,,,,,,,,,,,,,,,,10000544
1,1,Advocate CHRIST MEDICAL CENTER,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,5180,,,,,,,,,,,,,,,,,,,10000540
3,1,Advocate CONDELL,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,6020,,,,,,,,,,,,,,,,,,,10000540
4,1,Advocate GOOD SAMARITAN,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,11850,,,,,,,,,,,,,,,,,,,10000540
6,1,Advocate GOOD SHEPHERD,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,10180,,,,,,,,,,,,,,,,,,,10000540
13,1,Advocate ILLINOIS MASONIC,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,5900,,,,,,,,,,,,,,,,,,,10000540
8,1,Advocate LUTHERAN GENERAL,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,5460,,,,,,,,,,,,,,,,,,,10000540
9,1,Advocate SHERMAN,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,4040,,,,,,,,,,,,,,,,,,,10000540
10,1,Advocate SOUTH SUBURBAN,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,6530,,,,,,,,,,,,,,,,,,,10000540
11,1,Advocate TRINITY,75833,VENOGRAM RENAL SELECTIVE BILAT S&I,320,6530,,,,,,,,,,,,,,,,,,,10000540
1,1,Advocate CHRIST MEDICAL CENTER,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,5830,,,,,,,,,,,,,,,,,,,10002459
3,1,Advocate CONDELL,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,6020,,,,,,,,,,,,,,,,,,,10002459
4,1,Advocate GOOD SAMARITAN,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,4920,,,,,,,,,,,,,,,,,,,10002459
6,1,Advocate GOOD SHEPHERD,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,6170,,,,,,,,,,,,,,,,,,,10002459
13,1,Advocate ILLINOIS MASONIC,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,4720,,,,,,,,,,,,,,,,,,,10002459
8,1,Advocate LUTHERAN GENERAL,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,6240,,,,,,,,,,,,,,,,,,,10002459
9,1,Advocate SHERMAN,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,4330,,,,,,,,,,,,,,,,,,,10002459
10,1,Advocate SOUTH SUBURBAN,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,5230,,,,,,,,,,,,,,,,,,,10002459
11,1,Advocate TRINITY,75831,VENOGRAM RENAL SELECTIVE UNILAT S&I,320,5230,,,,,,,,,,,,,,,,,,,10002459
1,1,Advocate CHRIST MEDICAL CENTER,75860,VENOGRAM SINUS/JUGULAR S&I,320,5450,,,,,,,,,,,,,,,,,,,10000542
3,1,Advocate CONDELL,75860,VENOGRAM SINUS/JUGULAR S&I,320,9540,,,,,,,,,,,,,,,,,,,10000542
4,1,Advocate GOOD SAMARITAN,75860,VENOGRAM SINUS/JUGULAR S&I,320,9540,,,,,,,,,,,,,,,,,,,10000542
6,1,Advocate GOOD SHEPHERD,75860,VENOGRAM SINUS/JUGULAR S&I,320,9540,,,,,,,,,,,,,,,,,,,10000542
13,1,Advocate ILLINOIS MASONIC,75860,VENOGRAM SINUS/JUGULAR S&I,320,4380,,,,,,,,,,,,,,,,,,,10000542
8,1,Advocate LUTHERAN GENERAL,75860,VENOGRAM SINUS/JUGULAR S&I,320,9540,,,,,,,,,,,,,,,,,,,10000542
9,1,Advocate SHERMAN,75860,VENOGRAM SINUS/JUGULAR S&I,320,2600,,,,,,,,,,,,,,,,,,,10000542
10,1,Advocate SOUTH SUBURBAN,75860,VENOGRAM SINUS/JUGULAR S&I,320,4650,,,,,,,,,,,,,,,,,,,10000542
3,1,Advocate CONDELL,75870,VENOGRAM SUPERIOR SAGGITAL SINUS,320,4310,,,,,,,,,,,,,,,,,,,10005992
4,1,Advocate GOOD SAMARITAN,75870,VENOGRAM SUPERIOR SAGGITAL SINUS,320,4310,,,,,,,,,,,,,,,,,,,10005992
8,1,Advocate LUTHERAN GENERAL,75870,VENOGRAM SUPERIOR SAGGITAL SINUS,320,4310,,,,,,,,,,,,,,,,,,,10005992
1,1,Advocate CHRIST MEDICAL CENTER,75827,VENOGRAM SVC S&I,320,3030,,,,,,,,,,,,,,,,,,,10000539
3,1,Advocate CONDELL,75827,VENOGRAM SVC S&I,320,2380,,,,,,,,,,,,,,,,,,,10000539
4,1,Advocate GOOD SAMARITAN,75827,VENOGRAM SVC S&I,320,4710,,,,,,,,,,,,,,,,,,,10000539
6,1,Advocate GOOD SHEPHERD,75827,VENOGRAM SVC S&I,320,4110,,,,,,,,,,,,,,,,,,,10000539
13,1,Advocate ILLINOIS MASONIC,75827,VENOGRAM SVC S&I,320,3590,,,,,,,,,,,,,,,,,,,10000539
8,1,Advocate LUTHERAN GENERAL,75827,VENOGRAM SVC S&I,320,3860,,,,,,,,,,,,,,,,,,,10000539
9,1,Advocate SHERMAN,75827,VENOGRAM SVC S&I,320,4140,,,,,,,,,,,,,,,,,,,10000539
10,1,Advocate SOUTH SUBURBAN,75827,VENOGRAM SVC S&I,320,4040,,,,,,,,,,,,,,,,,,,10000539
11,1,Advocate TRINITY,75827,VENOGRAM SVC S&I,320,4040,,,,,,,,,,,,,,,,,,,10000539
1,1,Advocate CHRIST MEDICAL CENTER,75893,VENOUS BLOOD SAMPLING S&I,320,7890,,,,,,,,,,,,,,,,,,,10000547
3,1,Advocate CONDELL,75893,VENOUS BLOOD SAMPLING S&I,320,6020,,,,,,,,,,,,,,,,,,,10000547
4,1,Advocate GOOD SAMARITAN,75893,VENOUS BLOOD SAMPLING S&I,320,12930,,,,,,,,,,,,,,,,,,,10000547
6,1,Advocate GOOD SHEPHERD,75893,VENOUS BLOOD SAMPLING S&I,320,4280,,,,,,,,,,,,,,,,,,,10000547
13,1,Advocate ILLINOIS MASONIC,75893,VENOUS BLOOD SAMPLING S&I,320,4870,,,,,,,,,,,,,,,,,,,10000547
8,1,Advocate LUTHERAN GENERAL,75893,VENOUS BLOOD SAMPLING S&I,320,5260,,,,,,,,,,,,,,,,,,,10000547
9,1,Advocate SHERMAN,75893,VENOUS BLOOD SAMPLING S&I,320,4870,,,,,,,,,,,,,,,,,,,10000547
10,1,Advocate SOUTH SUBURBAN,75893,VENOUS BLOOD SAMPLING S&I,320,7710,,,,,,,,,,,,,,,,,,,10000547
11,1,Advocate TRINITY,75893,VENOUS BLOOD SAMPLING S&I,320,7710,,,,,,,,,,,,,,,,,,,10000547
1,1,Advocate CHRIST MEDICAL CENTER,94002,VENTILATOR & MONITOR INITIAL,410,1580,,,,,,,,,,,,,,,,,,,10002600
3,1,Advocate CONDELL,94002,VENTILATOR & MONITOR INITIAL,410,1640,,,,,,,,,,,,,,,,,,,10002600
4,1,Advocate GOOD SAMARITAN,94002,VENTILATOR & MONITOR INITIAL,410,1840,,,,,,,,,,,,,,,,,,,10002600
6,1,Advocate GOOD SHEPHERD,94002,VENTILATOR & MONITOR INITIAL,410,1500,,,,,,,,,,,,,,,,,,,10002600
13,1,Advocate ILLINOIS MASONIC,94002,VENTILATOR & MONITOR INITIAL,410,1600,,,,,,,,,,,,,,,,,,,10002600
8,1,Advocate LUTHERAN GENERAL,94002,VENTILATOR & MONITOR INITIAL,410,1650,,,,,,,,,,,,,,,,,,,10002600
9,1,Advocate SHERMAN,94002,VENTILATOR & MONITOR INITIAL,410,1590,,,,,,,,,,,,,,,,,,,10002600
10,1,Advocate SOUTH SUBURBAN,94002,VENTILATOR & MONITOR INITIAL,410,1440,,,,,,,,,,,,,,,,,,,10002600
11,1,Advocate TRINITY,94002,VENTILATOR & MONITOR INITIAL,410,1440,,,,,,,,,,,,,,,,,,,10002600
1,1,Advocate CHRIST MEDICAL CENTER,94003,VENTILATOR & MONITOR SUBSQ,410,1190,,,,,,,,,,,,,,,,,,,10002601
3,1,Advocate CONDELL,94003,VENTILATOR & MONITOR SUBSQ,410,1230,,,,,,,,,,,,,,,,,,,10002601
